permit,permit type,permit subtype,parcel,date entered,date issues,cost,address,city,state,subvision,contact,permit type,permit subtype,ivr tracking,purpose,district,longitude,latitude,object id,zip code
T2021073436,Building Commercial - New,"Leasing / Sales Office, Other",11712000900,2021-11-15,,0,3411 BELMONT BLVD,NASHVILLE,TN,PT LOTS 6 &  29 NOELS WATKINS GROVE,SKANSKA USA BUILDING INC,CACN,CAD03B000,4059871,Construction trailer for proposed office building.  POC Sam Till 423-767-0950,25,-86.80040766,36.11370026,1209,37215
T2021073680,Building Residential - New,"Accessory Structure, Pools - Residential",14501002100,2021-11-16,,138945,4704 B STUART GLEN DR,NASHVILLE,TN,LOT 5  STUART GLEN SUB SEC 2,Anthony & Sylvan Pools,CARN,CAA14U017,4060203,"REJECTED; MUST APPLY FOR PERMIT WITH CITY OF FOREST HILLS      Anthony & Sylvan Pools are applying for a permit to build a new in ground pool consisting of the following specifications:    1.	 20’x40’ totaling 120 pool perimeter or 800 Sq. ft. with a pool min depth of 3’6” and a pool max depth of 6’. Estimated gallons 21,537 of Fusion Salt.    2.	Entrance of pool is four solid concrete steps and a sun shelf at 124 Sq. ft. with a water depth of 12”. Deep end of pool will have a built-in swim out for existing at 20’ length.  Water           features include 3’ sheer descent, one pair of bubblers on sun shelf, and two gas fire bowls all to be installed. A Pool Eye Smart Pool Alarm PE20 will be installed as well.    3.	There will be an attached spa consisting of 24 Sq. ft. installed at the height of 24” with stone veneer on both sides.    4.	Installing 1045 Sq. ft. of 12”x24” travertine in sand as decking. A retaining wing wall of 370 Sq. ft. made of concrete along with a 60’ black drainage pipe to be installed for imperious area           from pool ties into ground.       5.	An existing 52” Code Compliant Pool Fence Barrier is on property with self-latching gates to outswing from pool & lock installed at 54” from ground are to be installed.  Attached to           entrance gates will be a Yard Guard YG03 gate/door water hazard alarm. Door chirp will be utilized. See line #50 of A&S Contract Agreement for purchase of gate alarm at time of contract           sale.      Details of all equipment are listed on the A&S Contract Sales Agreement.    Respectfully,      Scott Roop – GM A&S Pools",34,-86.82331849,36.08009575,1210,37215
T2021073720,Building Use & Occupancy,Master Permit Application,07013005500,2021-11-16,,0,3201 B JOHN MALLETTE DR,NASHVILLE,TN,LOT 4 BLK 1 SHEEGOG SUB,DON HARDIN GROUP,CAUO,CAZ03A001,4060318,MASTER PERMIT ONLY… … NO CONSTRUCTION… …MULTI-FAMILY SP… … 6 SINGLE FAMILY RESIDENTIAL UNITS. MUST COMPLY WITH SP 2018SP-073-001.,1,-86.83288872,36.1925344,1211,37218
T2021073755,Building Commercial - Rehab,Restaurant (Full Service),11714005500,2021-11-16,,0,2120 GREEN HILLS VILLAGE DR,NASHVILLE,TN,W/S HILLSBORO PK. & N/S ABBOTT MARTIN RD.,JUSTIN CRANDALL,CACR,CAF19A203,4060385,"o remodel 1120 SF of commercial space, previously Juice Bar, into new 2 Pickles Café  POC JUSTIN CRANDALL",25,-86.81335201,36.10860076,1212,37215
T2021073858,Building Residential - Addition,"Accessory Structure, Decks",10513029500,2021-11-16,,4902,922 LAWRENCE AVE,NASHVILLE,TN,PT LOT 86 WAVERLY PLACE,MIDTOWN TN INC,CARA,CAA14U015,4060586,"BUILDING A 13.5' X 15', 203 SF DECK IN THE BACK YARD OFF THE GARAGE AND NEXT TO THE FENCE. To be reviewed by MHZC. DECK WILL BE ZURI PVC MATERIAL AND BUILT AROUND AN EXISTING DOG POOL. SEE CAD DRAWING FOR SPECS AND  MATERIAL LIST.",17,-86.78512526,36.12901795,1213,37204
T2021073859,Building Residential - Addition,Single Family Residence,07207008500,2021-11-16,,28801,1233 KENMORE PL,NASHVILLE,TN,LOT 89 PT 88 KENMORE PLACE,J L LANEY JR,CARA,CAA01R301,4060588,"Bedroom addition. It is a vertical addition going straight up on top of already existing space. Does not impact the footprint of house. Not an accessory apartment. To remain single family. No plumbing to be extended. Electrical only. No construction and demolition waste will be stored on the property and such waste shall be disposed of in a clean and sanitary manner by placing it in approved containers and having such waste discarded at an approved landfill. Signage must be posted pursuant to M.C.L. 16.28.230, including project information signs, which shall be posted in English and Spanish with one double-sided 24  (vertical) × 36  (horizontal) sign posted for every fifty feet of site frontage, with no more than three signs required per street frontage.",7,-86.7306162,36.20613878,1214,37216
T2021073933,Building Demolition Permit,Demolition Permit - Residential,07009000500,2021-11-17,,3000,3208 LINCOLN AVE,NASHVILLE,TN,N SIDE LINCOLN ST W OF ALPINE AVE,"CHRISTIAN, MICHAEL J HOUSE MOVERS",CADM,CAZ01A001,4060724,"to demolish existing residence.  not to be burned on lot.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",2,-86.82828028999998,36.201248,1215,37218
T2021073944,Building Use & Occupancy,Master Permit Application,04305005700,2021-11-17,,131202,720 GALLATIN PIKE N,MADISON,TN,"LOT 1. CHRYSLER, SUB.",HUDSON CONSTRUCTION CO,CAUO,CAZ03A001,4060743,Modifications to an existing United Equipment Rentals location.  Repair and replace existing perimeter chain link fence to include the addition of three motorized gates.  Replace existing pressure washer with new owner furnished pressure washer and construct housing for new pressure washer equipment.  Install new wash bay curtain system.  Minor repairs and replacement of existing concrete surfaces.,9,-86.70968044,36.27168538,1216,37115
T2021074106,Building Commercial - Rehab,"Commercial Amusement (In), Other",07103010800,2021-11-17,,25000,2407 DICKERSON PIKE,NASHVILLE,TN,LOT A J B HAYNIES ORIENTAL PLAN,marco teasley,CACR,CAL03A999,4061014,To conduct interior renovations for new tenant: XCLUSIVE EVENT CENTER (Commercial Amusement). No change to exterior roof/building lines or footprint.  POC: Marco Teasley 615-397-6758  BB POC XCLUSIVE EVENT,5,-86.76603903999998,36.20944207,1217,37207
T2021074108,Building Commercial - Addition,"Retail, Department / Retail Stores",18300002900,2021-11-17,,2250000,1525 J P HENNESSY DR,LAVERGNE,TN,LOT 211 INTERCHANGE CITY INDUSTRIAL PARK LOTS 1 & 211,DAVID CURTZE,CACA,CAF20M001,4061018,"Renovation and Expansion to existing facility.  Two additions.  An 11,000 sf Shop to the North and a 2,988 SF Parts addition to the West.  Interior rest room update and reconfigured. Paint, new floors, new lighting.  Add new conference room inside existing space and office space.  POC DAVID CRUTZE, 615-390-5258.",32,-86.60672221999998,36.01255817,1218,37086
T2021074297,Building Residential - New,"Accessory Structure, Shed / Storage Bldg",06002021400,2021-11-18,,4637,3015 CARTERWOOD CT,NASHVILLE,TN,LOT 195 SEC 1 PARKWOOD EST,SELF CONTRACTOR RESIDENTIAL (SEE APPLICANT INFORMATION),CARN,CAA14U011,4061357,to install a 12 x 16 detached storage building to the rear of residence replacing existing storage shed.  not to be used for living or commercial purposes.  max allowed height is 16'.  10' min rear s/b per easement on sub plat.  3' min side s/b.,3,-86.77563313999998,36.23245558,1219,37207
T2021074311,Building Commercial - New,"Multifamily, Townhome",072063S00100CO,2021-11-18,,2015,1057 A E TRINITY LN,NASHVILLE,TN,UNIT 1057A HOMES AT 1057 E TRINITY LANE,ART BUILDING INC,CACN,CAA03R301,4061372,"The parent parcel number is 072063S90000CO, is zone code MUL-A, contains 7,235 Sq. Ft.. this permit is to construct Unit A of proposed horizontal property line regime with 2,015 Square Feet of living area, 380 SF attached garage and a 29 SF front covered porch. 5’ min. front s/b, 5’ min. side s/b and 20’ min rear s/b, must comply with tree regulations one new 2” tree for every 30’ of road frontage, for every 50’ of site frontage, a 24”x36” sign must be placed in English and Spanish with information in regards to metro council 2017-835. Must comply with metro council bills 2014-725 and 2014-770. max allowed height is 45' three floors max. min required distance between structures is 6' min with no bump outs.",5,-86.74137392999998,36.20409998,1220,37216
T2021073328,Building Residential - New,"Accessory Structure, Carport",09102031900,2021-11-15,,17871,5505 A2 CALIFORNIA AVE,NASHVILLE,TN,LOT 1410 BLK 46 WEST NASH NO 2,"MCKINNIS, SEAN",CARN,CAA14U004,4059738,"REJECTED: DUPLICATE PERMIT APP, TO BE CANCELLED.  SEE CARN-T2021073326	    To construct carport with 370 SF.",20,-86.85501562,36.16408445,1221,37209
T2021074323,Building Residential - New,"Accessory Structure, Shed / Storage Bldg",135100C08000CO,2021-11-18,,10626,3105 DEERCREEK TRL S,NASHVILLE,TN,LOT 74 RANSOM PARK SEC 4,"HERNANDEZ, ELMER & MARIA DE LA PAZ",CARN,CAA14U011,4061400,"REJECTED: DOES NOT APPEAR TO MEET SETBACK REQUIREMENTS PER DOCUMENTS AVAILABLE. REQUIRE STAMPED LAND SURVEY/SITE PLAN SHOWING PAVILLION WITH DIMENSIONS AND SETBACKS LABELED.    FOR 440 SQFT L-SHAPED PAVILLION LOCATED TO REAR OF EXISTING SINGLE FAMILY RESIDENCE… …3’ MINIMUM SIDE… …3’ MINIMUM REAR SETBACK… …MAXIMUM HEIGHT 16’ TO PEAK… …NOT TO BE USED AS LIVING SPACE… …NOT TO BUILD OVER OR OBSTRUCT ANY EASEMENTS ON PROPERTY… …    APPLICANT ACKNOWLEDGES THAT APPLYING FOR THIS SELF-BUILDING PERMIT FOR MY PRIMARY RESIDENCE IN MY OWN NAME, I WILL ACT AS MY OWN CONTRACTOR ACCEPTING FULL RESPONSIBILITY FOR CODE COMPLIANCE, FOR HIRING & EMPLOYING INDIVIDUALS & HAVE ULTIMATE RESPONSIBILITY FOR MY OWN WORK & FOR THE WORK OF OTHERS. ACTING AS MY OWN GENERAL CONTRACTOR, I FURTHER UNDERSTAND THAT I MAY FORFEIT CERTAIN PROTECTIONS, WHICH MIGHT BE AVAILABLE TO ME THROUGH THE STATE OF TENN. GENERAL CONTRACTOR’S LICENSING PROCESS. I FURTHER ACKNOWLEDGE THAT AS A SELF-BUILDING PERMIT HOLDER I AM RESPONSIBLE FOR REQUESTING ALL REQUIRED INSPECTIONS & COMPLETING ALL AUTHORIZED WORK IN COMPLIANCE WITH APPLICABLE ADOPTED CODES. I FURTHER UNDERSTAND THAT SEPARATE PERMITS ARE REQUIRED FOR ANY PROPOSED ELECTRICAL, PLUMBING, & GAS/MECHANICAL WORK AND IS NOT PART OF THIS BUILDING PERMIT…",28,-86.65750242,36.08912353,1222,37217
T2021073783,Building Residential - New,"Accessory Structure, Pools - Residential",117020U00200CO,2021-11-16,,108116,2903 B2 COMPTON RD,NASHVILLE,TN,UNIT B HOMES AT 2903 COMPTON ROAD,Anthony & Sylvan Pools,CARN,CAA14U017,4060431,"To install a new IN-GROUND POOL with spa and deck. MUST INCLUDE REQUIRED FENCING AND/OR ALARM(S). Located to the rear of a principal structure. Installation must conform to easements on parcel. Separate permits are required for any proposed electrical, plumbing, & gas/mechanical work and is not part of this Building Permit.  Specifications:  1. 15’x28’ totaling 86 pool perimeter or 420 Sq. ft. with a pool min depth of 4’ and a pool max depth of 6’. Estimated gallons 10,839 of Fusion Salt.  2. Entrance of pool is four solid concrete steps and a sun shelf at 56 Sq. ft. with a water depth of 9”. Deep end of pool will have a built-in swim out for existing at 8’ in length. Water features include two bubblers on sun shelf, and three laminar jets w/ LED.  A Pool Eye Smart Pool Alarm PE20 will be installed as well.  3. There will be an attached spa consisting of 24 Sq. ft. installed at the height of 24” with stone veneer on both sides.  4. Installing 334 Sq. ft. of 12”x24” travertine in sand as decking.  A 34’ black drainage pipe to be installed for imperious area from pool ties into ground.   5. An existing 52” Code Compliant Pool Fence Barrier with self-latching gates to outswing from pool & lock installed at 54” from ground are to be installed. Attached to entrance gates will be a Yard Guard YG03 gate/door water hazard alarm. Door chirp will be utilized. See line #50 of A&S Contract Agreement for purchase of gate alarm at time of contract sale.",24,-86.81747703,36.1255308,1223,37215
T2021074391,Building Residential - Rehab,Duplex,10415017400,2021-11-18,,100000,2127 BLAIR BLVD,NASHVILLE,TN,PT LOT 7 CONNELL SUB GORDON,"DALTON, LARRY AND MICKI",CARR,CAA02R302,4061492,"Redo electrical and plumbing, drywall, insulation, and paint. Adding 2 decks to back.",18,-86.80435937,36.13059349,1224,37212
T2021074335,Building Residential - New,Detached Accessory Dwelling Unit,104063A00200CO,2021-11-18,,149746,210 B FAIRFAX AVE,NASHVILLE,TN,UNIT B HOMES AT 210 FAIRFAX AVENUE,"MITCHELL CONSTRUCTION, LLC",CARN,CAA11R301,4061420,"To construct DADU with 914 SF of garage, 805 SF of living space, 132 SF of porches/decks.",18,-86.81973053,36.13704462,1225,37212
T2021074403,Building Demolition Permit,Demolition Permit - Residential,09303012600,2021-11-18,,125000,407 S 4TH ST,NASHVILLE,TN,"LOT 1 SAMARITAN CENTER, INC. PROPERTY, LOTS 1 & 2 BLK F HOLLINS PROPERTY & PT OF CLOSED ROW",HARRIS DEMOLITION LLC,CADM,CAZ01A001,4061509,Demolition and removal of demo debris for structures at this address - to include removal of footers.  Nothing will be burned on site and we will not encroach on right of way.,6,-86.76340774,36.16795097,1226,37206
T2021074410,Building Residential - Addition,Single Family Residence,06016015600,2021-11-18,,77030,116 DELLWAY DR,NASHVILLE,TN,LOT 253 SEC 2 JOYWOOD HGTS,ARTISAN BUILD CONSTRUCT LLC,CARA,CAA01R301,4061523,"We intend to add 745 sq ft to the existing 1008 sq ft home. The layout will be reconfigured to include a total of 3 bedrooms and 2 1/2 baths.  Final sq footage will be 1753.  This is an addition of 1 1/2 baths. We will be adding a front facing gable to the roof and replacing the existing roof.  All electrical, plumbing, and mechanical will be repaired and or replaced.  We will also be renovating the kitchen.  The estimated costs of construction are $76,285.  Gas range and tankless water heater will be added. There will be no fireplace. ",5,-86.76257699,36.21464171,1227,37207
T2021074489,Building Residential - Addition,Single Family Residence,07209026800,2021-11-18,,469761,917 FAIRWIN AVE,NASHVILLE,TN,LOT 30 ESKRIDGE SUB,Remodel 615,CARA,CAA01R301,4061665,Remove existing roof. frame in 2nd story with additional 2 bedrooms 1 full bath and storage areas. 1st story demo existing walls and reconfigure the entire 1st level. master bedroom mudroom laundry room kitchen living room 1.5 bathrooms/ ,5,-86.74622345,36.19992083,1228,37216
T2021074526,Building Commercial - New,"Multifamily, Townhome",072063S00200CO,2021-11-18,,0,1057 B E TRINITY LN,NASHVILLE,TN,UNIT 1057B HOMES AT 1057 E TRINITY LANE,ART BUILDING INC,CACN,CAA03R301,4061732,"The parent parcel number is 072063S90000CO, is zone code MUL-A, contains 7,235 Sq. Ft.. this permit is to construct Unit b of proposed horizontal property line regime with 2015 Square Feet of living area, 373 SF attached garage and a 29 SF front covered porch. 5’ min. front s/b, 5’ min. side s/b and 20’ min rear s/b, must comply with tree regulations one new 2” tree for every 30’ of road frontage, for every 50’ of site frontage, a 24”x36” sign must be placed in English and Spanish with information in regards to metro council 2017-835. Must comply with metro council bills 2014-725 and 2014-770. max allowed height is 45' three floors max. min required distance between structures is 6' min with no bump outs.",5,-86.74134497999998,36.20427567,1229,37216
T2021074527,Building Commercial - New,"Multifamily, Townhome",072063S00300CO,2021-11-18,,2015,1057 C E TRINITY LN,NASHVILLE,TN,UNIT 1057C HOMES AT 1057 E TRINITY LANE,ART BUILDING INC,CACN,CAA03R301,4061733,"The parent parcel number is 072063S90000CO, is zone code MUL-A, contains 7,235 Sq. Ft.. this permit is to construct Unit C of proposed horizontal property line regime with 2015 Square Feet of living area, 373 SF attached garage and a 29 SF front covered porch. 5’ min. front s/b, 5’ min. side s/b and 20’ min rear s/b, must comply with tree regulations one new 2” tree for every 30’ of road frontage, for every 50’ of site frontage, a 24”x36” sign must be placed in English and Spanish with information in regards to metro council 2017-835. Must comply with metro council bills 2014-725 and 2014-770. max allowed height is 45' three floors max. min required distance between structures is 6' min with no bump outs.",5,-86.74140506,36.20428197,1230,37216
T2021074620,Building Commercial - Addition,"Personal Care Svcs,  Fitness Studio",061110B00200CO,2021-11-19,,0,4117 GALLATIN PIKE 105,NASHVILLE,TN,UNIT SUITE 2 INGLEWOOD PROFESSIONAL PARK,SHELBY JUNKINS,CACA,CAF18B011,4061881,"TENANT BUILD OUT OF APPROX. 1,336 SQ FT. BETH MONCEL STUDIOS   POC SHELBY JUNKINS",7,-86.72657669,36.22324443,1231,37216
T2021074676,Building Demolition Permit,Demolition Permit - Residential,07114027400,2021-11-19,,2000,122 ELMHURST AVE,NASHVILLE,TN,LOT 9 BLK B EAST VIEW SUB,"M CITY DEMO PLUS, LLC",CADM,CAZ01A001,4061956,TO DEMOLISH EXISTING RESIDENCE.  NOT TO BE BURNED ON SITE.  WORK ON THIS DEMOLITION PERMIT MUST COMMENCE WITHIN THIRTY (30) DAYS OF ISSUANCE AND BE COMPLETED SIXTY (60) DAYS AFTER COMMENCEMENT. THIS PERMIT EXPIRES 90 DAYS AFTER THE PERMIT IS ISSUED. PLEASE CALL 811 BEFORE YOU DIG.  APPLICANT TO SUBMIT COMPLETED DEMOLITION COMMENCEMENT AFFIDAVIT FORM UPON COMMENCEMENT OF DEMOLITION.,2,-86.77299015,36.19623907,1232,37207
T2021074796,Building Residential - Addition,Single Family Residence,151090B09000CO,2021-11-19,,0,5425 SKIP JACK DR,ANTIOCH,TN,LOT 87 LAKESIDE COVE AT PERCY PRIEST PH 2,REMODEL 615 LLC,CARA,CAA01R301,4062158,Add a single story addition to the back. Addition will consist of 1 living room area 1 bedroom with closet and 1 full bath. ,8,-86.58077129,36.06619707,1233,37013
T2021074879,Building Residential - New,Single Family Residence,13011005200,2021-11-22,,740068,908 LYNNWOOD BLVD,NASHVILLE,TN,E SIDE LYNNWOOD BLVD S OF WAYLAND DR,HR Properties of Tennessee,CARN,CAA01R301,4062268,"Construction of a new single family residence with 5,650 SF of living area, 960 SF attached garage and 560 SF of porch areas at 908 Lynnwood Blvd., Nashville, TN 37205. Home will include two stories, 5 bedrooms, 6 bathrooms and a 3-car garage. not to be over any easements. 15' side setbacks, 20' rear setback, 78' front setback per avg.  ***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code. For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.   For every 50 feet of site frontage, a double-sided sign 24” x 36” in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",34,-86.8503122,36.08891962,1234,37205
T2021074971,Building Residential - New,"Multifamily, Townhome",07013005500,2021-11-22,,450000,1917 S HAMILTON RD,NASHVILLE,TN,LOT 4 BLK 1 SHEEGOG SUB,DON HARDIN GROUP,CARN,CAA03R301,4062443,REJECTED: REQUIRES MASTER PERMIT. MASTER PERMIT INITIATED 11/16. USE MASTER PERMIT APPLICATION CAUO-T2021073720	    This permit is for 6 townhome units,1,-86.83274471,36.19241192,1235,37218
T2021075029,Building Residential - New,Single Family Residence,104063A00200CO,2021-11-22,,149746,210 B FAIRFAX AVE,NASHVILLE,TN,UNIT B HOMES AT 210 FAIRFAX AVENUE,"MITCHELL CONSTRUCTION, LLC",CARN,CAA01R301,4062551,"REQUIRE LEASE AGREEMENTS FOR BOTH UNITS DATING BACK PRIOR TO 2007 FOR NON-CONFORMING USE REVIEW. EMAIL DIRECTLY TO: THOMAS.CORCORAN@NASHVILLE.GOV. PERMIT APPLICATION NUMBER MUST BE IN SUBJECT LINE TO PROCESS.    To construct single family residence with 914 SF of garage, 805 SF of living space, 132 SF of porches/decks.",18,-86.81973053,36.13704462,1236,37212
