Permit__,Permit_Type_Description,Permit_Subtype_Description,Parcel,Date_Entered,Date_Issued,Const_Cost,Address,City,State,Subdivision_Lot,Contact,Per_Ty,Per_SubTy,IVR_Trk_,Purpose,Council_Dist,Lon,Lat,ObjectId,ZIP
T2022021477,Building Commercial - New,"Multifamily, Tri-Plex, Quad, Apartments",16300034500,1648702800000,,0,5700 CROSSINGS BLVD,ANTIOCH,TN,PT LOT 1 THE CROSSINGS AT HICKORY HOLLOW PH 2,Duane Cuthbertson,CACN,CAA03R398,4130276,"BUILDING C. Must comply with MASTER PERMIT #T2021052866. BUILDING A (SEE SITE PLAN ATTACHED) and SP. The Crossings project involves the design of 359 multi-family units over 8 total buildings with a small Clubhouse and pool amenity space. There are three types of multi-family buildings (R-2 Occupancy, Type VA Construction, fully sprinklered - NFPA 13R). “Building Type 1” is an “L” shaped four-story building with an elevator; “Building Type 2” is a three-story building with conditioned corridors (no elevator); and “Building Type 3” is a three-story building (no elevator) with conditioned corridors and “tuck-under” garages. “Building Type 1” has 5 Live work units at the ground floor that could be used for office/retail spaces combined with living space or just as typical apartments. The amenity/Clubhouse building will be constructed with Type VB Construction type and is not sprinklered. POC WHITNEY JOHNSON 615-850-5509 BB POC DUANE CUTHBERTSON",32,-86.64696001999998,36.04184263,257,37013
T2022021494,Building Residential - New,Single Family Residence,09008005500,1648702800000,,0,670 ANNEX AVE,NASHVILLE,TN,LOT 45 RESUB PT WEST NASH ANNEX,"CYGNUS CONSTRUCTION, LLC",CARN,CAA01R301,4130347,"Build a new home with 2342 sf of conditioned space, 428 sf of garage, and 96 sf of porch. ",20,-86.87551087,36.16253766,258,37209
T2022021497,Building Residential - New,Single Family Residence,09008005500,1648702800000,,0,670 ANNEX AVE,NASHVILLE,TN,LOT 45 RESUB PT WEST NASH ANNEX,"CYGNUS CONSTRUCTION, LLC",CARN,CAA01R301,4130367,"Build a new home with 2503 sf of conditioned space, 445 sf of garage, and 225 sf of porch. UNIT  B ",20,-86.87551087,36.16253766,259,37209
T2022021549,Building Commercial - Rehab,"Personal Instruction, Educational  > 12",12001015500,1648702800000,,1727,1100 KERMIT DR,NASHVILLE,TN,LOT 1 THE OAKS SUB,Bukra Foundation,CACR,CAC06B009,4130612,"Use & occupancy only, no construction per applicant.  For new tenant;  Bukra Foundation (Personal Instruction). Suite 103 containing 1,727 sqft.     Poc: Abrahm Abraham 615-738-1758",13,-86.70413345,36.12286516,260,37217
T2022021599,Building Residential - New,Duplex,08303027300,1648702800000,,0,2201 A GREENWOOD AVE,NASHVILLE,TN,PT LOT 39 ASHWORTH SUB 47-48-49-50-&PT CLASED ALLEY BROWNSVI,Stewart Buidling Group,CARN,CAA02R302,4130761,"Tearing down an existing duplex, filing HPR, building another duplex.",6,-86.72571637999998,36.1883605,261,37206
T2022021659,Building Residential - New,Detached Accessory Dwelling Unit,08313030000,1648702800000,,185000,303 B S 14TH ST,NASHVILLE,TN,PT LOT 2 LINDSLEY RESUB 105 THRU 108,"TRINITY CONSTRUCTION GROUP, LLC",CARN,CAA11R301,4130715,"to construct detached accessory dwelling unit to the rear of existing property. 475SF of pool house space with 475SF of living unit.  not to be over any easements.  MUST COMPLY WITH HCN2022022252    ***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code. For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.   For every 50 feet of site frontage, a double-sided sign 24” x 36” in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",6,-86.74603847999998,36.17343489,262,37206
T2022021714,Building Residential - Rehab,Single Family Residence,10514000700,1648702800000,,10000,913 S DOUGLAS AVE,NASHVILLE,TN,LOT 1 HIRSHBERG 74 & 75 WAVERLY PLACE,"Meitzler Building Group, LLC",CARR,CAA01R301,4131163,"interior demo work only in preparation of future addition and rehab to be pulled under separate permit. no rehab this permit.    The entire project includes an addition that is currently under review with the Historical Department.  At this time, I just want a demo permit that allows us to remove items inside the house only and place them in a dumpster.  I have sent an email that includes the updated bond, COI and my updated license information.    ***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code. For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.   For every 50 feet of site frontage, a double-sided sign 24” x 36” in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",17,-86.78202425,36.13002736,263,37204
T2022021735,Building Commercial - Tenant Finish Out,"General Office, Professional Services",05900022400,1648789200000,,0,2832 WHITES CREEK PIKE,NASHVILLE,TN,W SIDE WHITES CREEK PK N OF MOORMANS ARM RD,JUSTIN ROGERS,CACT,CAD02B016,4131276,suite 210 spec tenant improvements office space  POC JUSITN ROGERS,2,-86.80986871,36.2267737,264,37207
T2022021736,Building Commercial - Tenant Finish Out,"General Office, Professional Services",05900022400,1648789200000,,0,2832 WHITES CREEK PIKE,NASHVILLE,TN,W SIDE WHITES CREEK PK N OF MOORMANS ARM RD,justin rogers,CACT,CAD02B016,4131277,suite 220 spec suite improvement office space  poc justin rogers,2,-86.80986871,36.2267737,265,37207
T2022021846,Building Residential - Roofing / Siding,"Multifamily, Tri-Plex, Quad, Apartments",08600015400,1648789200000,,51918,4100 CRYSTAL SPRING LN,HERMITAGE,TN,S OF CENTRAL PK E OF DODSON CHAPEL RD,ATLANTA'S RELIABLE ROOFING,CARK,CAA03R398,4131683,"INCORRECT PERMIT TYPE, MUST BE CACK. MUST SUBMIT TO EPERMITS.COM    TO REMOVE AND REPLACE ROOF SHINGLES. INSTALLING GAF HDZ ARCHITECTURAL SHINGLES IN WEATHERED WOOD WITH A GAF GOLDEN PLEDGE WARRANTY  (BLDG 16)",14,-86.60922293,36.17202614,266,37076
T2022021851,Building Residential - Roofing / Siding,"Multifamily, Tri-Plex, Quad, Apartments",08600015400,1648789200000,,54351,4100 CRYSTAL SPRING LN,HERMITAGE,TN,S OF CENTRAL PK E OF DODSON CHAPEL RD,ATLANTA'S RELIABLE ROOFING,CARK,CAA03R398,4131781,"INCORRECT PERMIT TYPE, MUST BE CACK. MUST SUBMIT TO EPERMITS.COM    TO REMOVE AND REPLACE ROOF SHINGLES. INSTALLING GAF HDZ ARCHITECTURAL SHINGLES IN WEATHERED WOOD WITH A GAF GOLDEN PLEDGE WARRANTY  (BLDG 17)",14,-86.60922293,36.17202614,267,37076
T2022021852,Building Residential - Roofing / Siding,"Multifamily, Tri-Plex, Quad, Apartments",08600015400,1648789200000,,51918,4100 CRYSTAL SPRING LN,HERMITAGE,TN,S OF CENTRAL PK E OF DODSON CHAPEL RD,ATLANTA'S RELIABLE ROOFING,CARK,CAA03R398,4131793,"INCORRECT PERMIT TYPE, MUST BE CACK. MUST SUBMIT TO EPERMITS.COM    TO REMOVE AND REPLACE ROOF SHINGLES.  INSTALLING GAF HDZ ARCHITECTURAL SHINGLES IN WEATHERED WOOD WITH A GAF GOLDEN PLEDGE WARRANTY  ( BLDG 18)",14,-86.60922293,36.17202614,268,37076
T2022021854,Building Residential - Roofing / Siding,"Multifamily, Tri-Plex, Quad, Apartments",08600015400,1648789200000,,61398,4100 CRYSTAL SPRING LN,HERMITAGE,TN,S OF CENTRAL PK E OF DODSON CHAPEL RD,ATLANTA'S RELIABLE ROOFING,CARK,CAA03R398,4131798,"INCORRECT PERMIT TYPE, MUST BE CACK. MUST SUBMIT TO EPERMITS.COM    TO REMOVE AND REPLACE ROOF SHINGLES.  INSTALLING GAF HDZ ARCHITECTURAL SHINGLES IN WEATHERED WOOD WITH A GAF GOLDEN PLEDGE WARRANTY  ( BLDG 19 )",14,-86.60922293,36.17202614,269,37076
T2022021857,Building Residential - Roofing / Siding,"Multifamily, Tri-Plex, Quad, Apartments",08600015400,1648789200000,,61398,4100 CRYSTAL SPRING LN,HERMITAGE,TN,S OF CENTRAL PK E OF DODSON CHAPEL RD,ATLANTA'S RELIABLE ROOFING,CARK,CAA03R398,4131802,"INCORRECT PERMIT TYPE, MUST BE CACK. MUST SUBMIT TO EPERMITS.COM    TO REMOVE AND REPLACE ROOF SHINGLES.  INSTALLING GAF HDZ ARCHITECTURAL SHINGLES IN WEATHERED WOOD WITH A GAF GOLDEN PLEDGE WARRANTY  (  BLDG 20 )",14,-86.60922293,36.17202614,270,37076
T2022021860,Building Residential - Roofing / Siding,"Multifamily, Tri-Plex, Quad, Apartments",08600015400,1648789200000,,61398,4100 CRYSTAL SPRING LN,HERMITAGE,TN,S OF CENTRAL PK E OF DODSON CHAPEL RD,ATLANTA'S RELIABLE ROOFING,CARK,CAA03R398,4131813,TO REMOVE AND REPLACE ROOF SHINGLES.  INSTALLING GAF HDZ ARCHITECTURAL SHINGLES IN WEATHERED WOOD WITH A GAF GOLDEN PLEDGE WARRANTY ( BLDG 21 ),14,-86.60922293,36.17202614,271,37076
T2022021862,Building Residential - Roofing / Siding,"Multifamily, Tri-Plex, Quad, Apartments",08600015400,1648789200000,,54351,4100 CRYSTAL SPRING LN,HERMITAGE,TN,S OF CENTRAL PK E OF DODSON CHAPEL RD,ATLANTA'S RELIABLE ROOFING,CARK,CAA03R398,4131818,TO REMOVE AND REPLACE ROOF SHINGLES.  INSTALLING GAF HDZ ARCHITECTURAL SHINGLES IN WEATHERED WOOD WITH A GAF GOLDEN PLEDGE WARRANTY ( BLDG 22 ),14,-86.60922293,36.17202614,272,37076
T2022021866,Building Residential - Roofing / Siding,"Multifamily, Tri-Plex, Quad, Apartments",08600015400,1648789200000,,51918,4100 CRYSTAL SPRING LN,HERMITAGE,TN,S OF CENTRAL PK E OF DODSON CHAPEL RD,ATLANTA'S RELIABLE ROOFING,CARK,CAA03R398,4131826,TO REMOVE AND REPLACE ROOF SHINGLES.  INSTALLING GAF HDZ ARCHITECTURAL SHINGLES IN WEATHERED WOOD WITH A GAF GOLDEN PLEDGE WARRANTY ( BLDG 23 ),14,-86.60922293,36.17202614,273,37076
T2022021869,Building Residential - Roofing / Siding,"Multifamily, Tri-Plex, Quad, Apartments",08600015400,1648789200000,,54351,4100 CRYSTAL SPRING LN,HERMITAGE,TN,S OF CENTRAL PK E OF DODSON CHAPEL RD,ATLANTA'S RELIABLE ROOFING,CARK,CAA03R398,4131829,TO REMOVE AND REPLACE ROOF SHINGLES.  INSTALLING GAF HDZ ARCHITECTURAL SHINGLES IN WEATHERED WOOD WITH A GAF GOLDEN PLEDGE WARRANTY ( BLDG 24 ),14,-86.60922293,36.17202614,274,37076
T2022021870,Building Residential - Roofing / Siding,"Multifamily, Tri-Plex, Quad, Apartments",08600015400,1648789200000,,54351,4100 CRYSTAL SPRING LN,HERMITAGE,TN,S OF CENTRAL PK E OF DODSON CHAPEL RD,ATLANTA'S RELIABLE ROOFING,CARK,CAA03R398,4131837,TO REMOVE AND REPLACE ROOF SHINGLES.  INSTALLING GAF HDZ ARCHITECTURAL SHINGLES IN WEATHERED WOOD WITH A GAF GOLDEN PLEDGE WARRANTY ( BLDG 25 ),14,-86.60922293,36.17202614,275,37076
T2022021872,Building Residential - Roofing / Siding,"Multifamily, Tri-Plex, Quad, Apartments",08600015400,1648789200000,,54351,4100 CRYSTAL SPRING LN,HERMITAGE,TN,S OF CENTRAL PK E OF DODSON CHAPEL RD,ATLANTA'S RELIABLE ROOFING,CARK,CAA03R398,4131845,TO REMOVE AND REPLACE ROOF SHINGLES.  INSTALLING GAF HDZ ARCHITECTURAL SHINGLES IN WEATHERED WOOD WITH A GAF GOLDEN PLEDGE WARRANTY ( BLDG 26 ),14,-86.60922293,36.17202614,276,37076
T2022021874,Building Residential - Roofing / Siding,"Multifamily, Tri-Plex, Quad, Apartments",08600015400,1648789200000,,55110,4100 CRYSTAL SPRING LN,HERMITAGE,TN,S OF CENTRAL PK E OF DODSON CHAPEL RD,ATLANTA'S RELIABLE ROOFING,CARK,CAA03R398,4131852,TO REMOVE AND REPLACE ROOF SHINGLES.  INSTALLING GAF HDZ ARCHITECTURAL SHINGLES IN WEATHERED WOOD WITH A GAF GOLDEN PLEDGE WARRANTY ( BLDG 27 ),14,-86.60922293,36.17202614,277,37076
T2022021756,Building Commercial - Rehab,"Retail, Department / Retail Stores",06416002700,1648789200000,,0,4704 LEBANON PIKE VAPE SHOP,HERMITAGE,TN,OUT-PARCEL 1 & PT LOT 1 OAKWOOD COMMONS,HT Vape Shop,CACR,CAF20M001,4131436,"Verify address: 4704 Lebanon Pike    Use and Occupancy only for new tenant, HT Vape Shop. 4704 Lebanon Pike.  No construction per applicant. Must comply with Commercial PUD Overlay.    POC: Abdul Alsyoufi 615-364-4384",11,-86.59187445,36.21684094,278,37076
T2022021876,Building Residential - Roofing / Siding,"Multifamily, Tri-Plex, Quad, Apartments",08600015400,1648789200000,,55110,4100 CRYSTAL SPRING LN,HERMITAGE,TN,S OF CENTRAL PK E OF DODSON CHAPEL RD,ATLANTA'S RELIABLE ROOFING,CARK,CAA03R398,4131856,TO REMOVE AND REPLACE ROOF SHINGLES.  INSTALLING GAF HDZ ARCHITECTURAL SHINGLES IN WEATHERED WOOD WITH A GAF GOLDEN PLEDGE WARRANTY ( BLDG 28 ),14,-86.60922293,36.17202614,279,37076
T2022021878,Building Residential - Roofing / Siding,"Multifamily, Tri-Plex, Quad, Apartments",08600015400,1648789200000,,61398,4100 CRYSTAL SPRING LN,HERMITAGE,TN,S OF CENTRAL PK E OF DODSON CHAPEL RD,ATLANTA'S RELIABLE ROOFING,CARK,CAA03R398,4131859,TO REMOVE AND REPLACE ROOF SHINGLES.  INSTALLING GAF HDZ ARCHITECTURAL SHINGLES IN WEATHERED WOOD WITH A GAF GOLDEN PLEDGE WARRANTY ( BLDG 29 ),14,-86.60922293,36.17202614,280,37076
T2022021880,Building Residential - Roofing / Siding,"Multifamily, Tri-Plex, Quad, Apartments",08600015400,1648789200000,,55110,4100 CRYSTAL SPRING LN,HERMITAGE,TN,S OF CENTRAL PK E OF DODSON CHAPEL RD,ATLANTA'S RELIABLE ROOFING,CARK,CAA03R398,4131863,TO REMOVE AND REPLACE ROOF SHINGLES.  INSTALLING GAF HDZ ARCHITECTURAL SHINGLES IN WEATHERED WOOD WITH A GAF GOLDEN PLEDGE WARRANTY ( BLDG 30 ),14,-86.60922293,36.17202614,281,37076
T2022021895,Building Residential - Roofing / Siding,"Multifamily, Tri-Plex, Quad, Apartments",08600015400,1648789200000,,55110,4100 CRYSTAL SPRING LN,HERMITAGE,TN,S OF CENTRAL PK E OF DODSON CHAPEL RD,ATLANTA'S RELIABLE ROOFING,CARK,CAA03R398,4131893,TO REMOVE AND REPLACE ROOF SHINGLES.  INSTALLING GAF HDZ ARCHITECTURAL SHINGLES IN WEATHERED WOOD WITH A GAF GOLDEN PLEDGE WARRANTY ( BLDG 31 ),14,-86.60922293,36.17202614,282,37076
T2022021898,Building Residential - Roofing / Siding,"Multifamily, Tri-Plex, Quad, Apartments",08600015400,1648789200000,,61398,4100 CRYSTAL SPRING LN,HERMITAGE,TN,S OF CENTRAL PK E OF DODSON CHAPEL RD,ATLANTA'S RELIABLE ROOFING,CARK,CAA03R398,4131917,TO REMOVE AND REPLACE ROOF SHINGLES.  INSTALLING GAF HDZ ARCHITECTURAL SHINGLES IN WEATHERED WOOD WITH A GAF GOLDEN PLEDGE WARRANTY ( BLDG 32 ),14,-86.60922293,36.17202614,283,37076
T2022021900,Building Residential - Roofing / Siding,"Multifamily, Tri-Plex, Quad, Apartments",08600015400,1648789200000,,51918,4100 CRYSTAL SPRING LN,HERMITAGE,TN,S OF CENTRAL PK E OF DODSON CHAPEL RD,ATLANTA'S RELIABLE ROOFING,CARK,CAA03R398,4131919,TO REMOVE AND REPLACE ROOF SHINGLES.  INSTALLING GAF HDZ ARCHITECTURAL SHINGLES IN WEATHERED WOOD WITH A GAF GOLDEN PLEDGE WARRANTY ( BLDG 33 ),14,-86.60922293,36.17202614,284,37076
